scientificName,vernacularName,individualCount,stateProvince,locality,decimalLongitude,decimalLatitude,eventDate,eventTime,year,month,collectionCode,locationID,location
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/02/08,,"2014","2",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/02/08,,"2014","2",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/02/09,,"2014","2",eBird,"10", Reserva Cloud Bridge
Pharomachrus mocinno,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/02/10,,"2014","2",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/02/10,,"2014","2",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/02/11,,"2014","2",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/02/11,,"2014","2",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/02/11,,"2014","2",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/02/12,,"2014","2",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/02/12,,"2014","2",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/02/12,,"2014","2",eBird,"10", Reserva Cloud Bridge
Pharomachrus mocinno,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/02/15,,"2014","2",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/02/15,,"2014","2",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/02/15,,"2014","2",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/02/18,,"2014","2",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/02/18,,"2014","2",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/02/19,,"2014","2",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/02/19,,"2014","2",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/02/19,,"2014","2",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/02/19,,"2014","2",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/02/21,,"2014","2",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/02/21,,"2014","2",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/02/21,,"2014","2",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/02/22,,"2014","2",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/02/23,,"2014","2",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/02/23,,"2014","2",eBird,"10", Reserva Cloud Bridge
Pharomachrus mocinno,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/02/24,,"2014","2",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/02/24,,"2014","2",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,5,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/02/24,,"2014","2",eBird,"10", Reserva Cloud Bridge
Pharomachrus mocinno,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/02/24,,"2014","2",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/02/24,,"2014","2",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/02/24,,"2014","2",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,8,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/02/24,,"2014","2",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/02/25,,"2014","2",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/02/25,,"2014","2",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/02/28,,"2014","2",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/02/28,,"2014","2",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/02/28,,"2014","2",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/03/01,,"2014","3",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/03/04,,"2014","3",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/03/05,,"2014","3",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/03/05,,"2014","3",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/03/09,,"2014","3",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/03/12,,"2014","3",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,5,San José,PN Chirripo--kms 1 to 5,-83.5755,9.46427,2014/03/17,,"2014","3",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,5,San José,PN Chirripo--kms 1 to 5,-83.5755,9.46427,2014/03/17,,"2014","3",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,PN Chirripo--kms 1 to 5,-83.5755,9.46427,2014/03/17,,"2014","3",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,Puntarenas,Sendero Guardianes del Bosque Tres Colinas,-83.0692,9.11575,2014/03/19,,"2014","3",eBird,"20", Sendero Huacas
Penelope purpurascens,,1,Puntarenas,Sendero Guardianes del Bosque Tres Colinas,-83.0692,9.11575,2014/03/19,,"2014","3",eBird,"20", Sendero Huacas
Trogon collaris,,2,Puntarenas,Sendero Guardianes del Bosque Tres Colinas,-83.0692,9.11575,2014/03/19,,"2014","3",eBird,"20", Sendero Huacas
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/03/25,,"2014","3",eBird,"10", Reserva Cloud Bridge
Pharomachrus mocinno,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/03/26,,"2014","3",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/03/26,,"2014","3",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/03/28,,"2014","3",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/03/28,,"2014","3",eBird,"10", Reserva Cloud Bridge
Pharomachrus mocinno,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/03/28,,"2014","3",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/04/02,,"2014","4",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/04/02,,"2014","4",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/04/14,,"2014","4",eBird,"10", Reserva Cloud Bridge
Pharomachrus mocinno,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/04/26,,"2014","4",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/04/26,,"2014","4",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/04/26,,"2014","4",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/04/28,,"2014","4",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/04/28,,"2014","4",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/04/30,,"2014","4",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/04/30,,"2014","4",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/05/01,,"2014","5",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/05/05,,"2014","5",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/05/05,,"2014","5",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/05/08,,"2014","5",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/05/10,,"2014","5",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/05/13,,"2014","5",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/05/13,,"2014","5",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/05/13,,"2014","5",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,5,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/05/14,,"2014","5",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,9,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/05/14,,"2014","5",eBird,"10", Reserva Cloud Bridge
Pharomachrus mocinno,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/05/14,,"2014","5",eBird,"10", Reserva Cloud Bridge
Pharomachrus mocinno,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/05/20,,"2014","5",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/05/20,,"2014","5",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/05/27,,"2014","5",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/05/27,,"2014","5",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/05/29,,"2014","5",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/05/29,,"2014","5",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/06/07,,"2014","6",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/06/07,,"2014","6",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/06/17,,"2014","6",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,,-83.575425,9.475018,2014/06/26,,"2014","6",iNaturalist,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/07/16,,"2014","7",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/07/16,,"2014","7",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,5,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/07/16,,"2014","7",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,5,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/07/16,,"2014","7",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/10/02,,"2014","10",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/10/07,,"2014","10",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/10/08,,"2014","10",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/10/09,,"2014","10",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/10/13,,"2014","10",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,5,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/10/13,,"2014","10",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/10/14,,"2014","10",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,4,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/10/15,,"2014","10",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,10,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/10/20,,"2014","10",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/10/20,,"2014","10",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,13,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/10/21,,"2014","10",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/10/21,,"2014","10",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/10/21,,"2014","10",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/10/22,,"2014","10",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/10/24,,"2014","10",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/10/24,,"2014","10",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/10/27,,"2014","10",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/10/27,,"2014","10",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,4,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/10/27,,"2014","10",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,7,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/10/28,,"2014","10",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/10/29,,"2014","10",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,12,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/10/29,,"2014","10",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,8,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/10/31,,"2014","10",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,6,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/11/03,,"2014","11",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/11/03,,"2014","11",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,5,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/11/04,,"2014","11",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,7,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/11/05,,"2014","11",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/11/05,,"2014","11",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/11/07,,"2014","11",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,7,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/11/07,,"2014","11",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,18,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/11/11,,"2014","11",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,12,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/11/11,,"2014","11",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,6,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/11/12,,"2014","11",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,6,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/11/13,,"2014","11",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,8,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/11/14,,"2014","11",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/11/17,,"2014","11",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/11/17,,"2014","11",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,9,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/11/20,,"2014","11",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/11/21,,"2014","11",eBird,"10", Reserva Cloud Bridge
Nothocercus bonapartei,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/11/24,,"2014","11",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/11/24,,"2014","11",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,4,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/11/25,,"2014","11",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,4,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/11/25,,"2014","11",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,17,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/11/26,,"2014","11",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,6,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/11/26,,"2014","11",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/11/28,,"2014","11",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/11/28,,"2014","11",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,11,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/12/04,,"2014","12",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/12/11,,"2014","12",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/12/24,,"2014","12",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2014/12/24,,"2014","12",eBird,"10", Reserva Cloud Bridge
Ortalis cinereiceps,,1,San José,"Costa Rica - San Gerardo de Rivas, Town Center",-83.5948,9.46552,2014/12/25,,"2014","12",eBird,"9", Camino San Gerardo Los Ángeles
Trogon rufus,,1,San José,"Costa Rica - San Gerardo de Rivas, Casa Mariposa Guesthouse",-83.5855,9.46992,2014/12/25,,"2014","12",eBird,"10", Reserva Cloud Bridge
Trogon rufus,,1,San José,"Costa Rica - San Gerardo de Rivas, Casa Mariposa Guesthouse",-83.5855,9.46992,2014/12/25,,"2014","12",eBird,"10", Reserva Cloud Bridge
Ortalis cinereiceps,,1,San José,"Costa Rica - San Gerardo de Rivas, Town Center",-83.5948,9.46552,2014/12/25,,"2014","12",eBird,"9", Camino San Gerardo Los Ángeles
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2015/01/04,,"2015","1",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2015/01/07,,"2015","1",eBird,"10", Reserva Cloud Bridge
Pharomachrus mocinno,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2015/01/07,,"2015","1",eBird,"10", Reserva Cloud Bridge
Tinamus major,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2015/01/08,,"2015","1",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2015/01/08,,"2015","1",eBird,"10", Reserva Cloud Bridge
Pharomachrus mocinno,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2015/01/09,,"2015","1",eBird,"10", Reserva Cloud Bridge
Pharomachrus mocinno,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2015/01/09,,"2015","1",eBird,"10", Reserva Cloud Bridge
